"Date","Particulars","Party GSTIN/UIN","Vch Type","Vch No.","Taxable Amount","IGST","CGST","SGST/UTGST","Cess","Tax Amount","CostCentre","Sales Invoice Date","Sales Invoice No.","Sales Party","Supplier Invoice No.","Supplier Invoice Date","Invoice Match Key","Sales Status"
"2026-06-01","ABSOLUTE NETWORKS PVT LTD","27AACCA8088R1ZT","Purchase","321/26-27",162000.00,0.00,14580.00,14580.00,0.00,29160.00,,,,,"ANPL-26-27-003374","2026-06-01","ANPL2627003374","COST CENTRE NOT ALLOCATED"
"2026-06-01","ABSOLUTE NETWORKS PVT LTD","27AACCA8088R1ZT","Purchase","320/26-27",198000.00,0.00,17820.00,17820.00,0.00,35640.00,,,,,"ANPL-2627-002326","2026-05-01","ANPL2627002326","COST CENTRE NOT ALLOCATED"
"2026-06-01","ADANI FORWARDING AGENT PRIVATE LIMITED","24AAECB3981A1Z3","Purchase","349/26-27",2400.00,432.00,0.00,0.00,0.00,432.00,"IC 2998/25",,,,"F/AS/I/F27/00687","2026-04-10","FASIF2700687","SALES BILL PENDING"
"2026-06-01","ADANI FORWARDING AGENT PRIVATE LIMITED","24AAECB3981A1Z3","Purchase","350/26-27",1200.00,216.00,0.00,0.00,0.00,216.00,"IC 0083/26","2026-06-09","S/21/A/26-27","CELLO WORLD LTD","F/AS/I/F27/03466","2026-05-14","FASIF2703466","SALES BILL FOUND"
"2026-06-01","DIVVYA CPP PRIVATE LIMITED","27AAICD1745L1ZE","Purchase","476/26-27",6250.00,0.00,562.50,562.50,0.00,1125.00,"EX 0065/26","2026-06-18","1055/A/26-27","LINK LOGISTICS","CPP/26-27/11670","2026-06-01","CPP262711670","SALES BILL FOUND"
"2026-06-01","IMPEX CLEARING SERVICES PRIVATE LIMITED","23AACCI2614P1ZL","Purchase","427/26-27",4600.00,828.00,0.00,0.00,0.00,828.00,"PEX","2026-06-11","939/A/26-27","LARSEN & TOUBRO LIMITED - PITHAMPUR","ICD-0238/26-27","2026-05-28","ICD02382627","SALES BILL FOUND"
"2026-06-01","IMPEX CLEARING SERVICES PRIVATE LIMITED","23AACCI2614P1ZL","Purchase","429/26-27",4600.00,828.00,0.00,0.00,0.00,828.00,"PEX","2026-06-11","939/A/26-27","LARSEN & TOUBRO LIMITED - PITHAMPUR","ICD-0239/26-27","2026-05-28","ICD02392627","SALES BILL FOUND"
"2026-06-01","IMPEX CLEARING SERVICES PRIVATE LIMITED","23AACCI2614P1ZL","Purchase","428/26-27",9100.00,1638.00,0.00,0.00,0.00,1638.00,"PEX","2026-06-11","939/A/26-27","LARSEN & TOUBRO LIMITED - PITHAMPUR","ICD-0240/26-27","2026-05-28","ICD02402627","SALES BILL FOUND"
"2026-06-01","IMPEX CLEARING SERVICES PRIVATE LIMITED","23AACCI2614P1ZL","Purchase","430/26-27",4600.00,828.00,0.00,0.00,0.00,828.00,"PEX","2026-06-11","939/A/26-27","LARSEN & TOUBRO LIMITED - PITHAMPUR","ICD-0241/26-27","2026-05-28","ICD02412627","SALES BILL FOUND"
"2026-06-01","IMPEX CLEARING SERVICES PRIVATE LIMITED","23AACCI2614P1ZL","Purchase","431/26-27",3100.00,558.00,0.00,0.00,0.00,558.00,"PEX","2026-06-11","939/A/26-27","LARSEN & TOUBRO LIMITED - PITHAMPUR","ICD-0242/26-27","2026-05-28","ICD02422627","SALES BILL FOUND"
"2026-06-01","India Advantage Securities Pvt. Ltd","27AADCP5317M1Z5","Purchase","306/26-27",215000.00,0.00,19350.00,19350.00,0.00,38700.00,,,,,"MH0626SVA0000002","2026-06-01","MH0626SVA0000002","COST CENTRE NOT ALLOCATED"
"2026-06-01","MARATHA CARGO MOVERS","","Purchase","423/26-27",24400.00,0.00,0.00,0.00,0.00,0.00,"IC 0316/26","2026-06-08","856/26-27","APEX INOX ENTERPRISES","11052","2026-06-01","11052","SALES BILL FOUND"
"2026-06-01","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","589/26-27",39.00,0.00,3.51,3.51,0.00,7.02,,,,,"2627ACO000050902","2026-06-01","2627ACO000050902","COST CENTRE NOT ALLOCATED"
"2026-06-01","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","590/26-27",13.00,0.00,1.17,1.17,0.00,2.34,,,,,"2627ACO000050966","2026-06-01","2627ACO000050966","COST CENTRE NOT ALLOCATED"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","324/26-27",3045.80,548.24,0.00,0.00,0.00,548.24,"CH 0561/25",,,,"GST-00110-26-27","2026-04-03","GST001102627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","325/26-27",2660.00,478.80,0.00,0.00,0.00,478.80,"CH 0546/25",,,,"GST-01049-26-27","2026-04-18","GST010492627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","326/26-27",26270.20,4728.64,0.00,0.00,0.00,4728.64,"CH 0008/26",,,,"GST-01250-26-27","2026-04-22","GST012502627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","327/26-27",3745.00,674.10,0.00,0.00,0.00,674.10,"CH 0009/26",,,,"GST-01256-26-27","2026-04-22","GST012562627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","328/26-27",2950.95,531.17,0.00,0.00,0.00,531.17,"CH 0012/26",,,,"GST-01445-26-27","2026-04-25","GST014452627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","329/26-27",3745.00,674.10,0.00,0.00,0.00,674.10,"CH 0016/26",,,,"GST-01448-26-27","2026-04-25","GST014482627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","330/26-27",17450.00,3141.00,0.00,0.00,0.00,3141.00,"CH 0527/25",,,,"GST-01454-26-27","2026-04-25","GST014542627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","323/26-27",90600.00,16308.00,0.00,0.00,0.00,16308.00,"CH 0031/26","2026-06-12","957/A/26-27","LARSEN & TOUBRO LTD. (COIMBATORE)","GST-02762-26-27","2026-05-13","GST027622627","SALES BILL FOUND"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","331/26-27",13100.00,2358.00,0.00,0.00,0.00,2358.00,"CH 0044/26",,,,"GST-03295-26-27","2026-05-19","GST032952627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","332/26-27",15700.00,2826.00,0.00,0.00,0.00,2826.00,"CH 0040/26",,,,"GST-03304-26-27","2026-05-19","GST033042627","SALES BILL PENDING"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","335/26-27",30000.00,5400.00,0.00,0.00,0.00,5400.00,,,,,"GST-03531-26-27","2026-05-21","GST035312627","COST CENTRE NOT ALLOCATED"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","334/26-27",2645.05,476.11,0.00,0.00,0.00,476.11,"CH 0050/26","2026-06-12","958/26-27","LARSEN AND TOUBRO LIMITED, LT ENERGY HYDROCARBON - HPCL RUF","GST-03756-26-27","2026-05-23","GST037562627","SALES BILL FOUND"
"2026-06-01","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","333/26-27",4000.00,720.00,0.00,0.00,0.00,720.00,"CHEX 0005/26","2026-06-12","956/A/26-27","LARSEN & TOUBRO LIMITED - LTSB","GST-04315-26-27","2026-06-01","GST043152627","SALES BILL FOUND"
"2026-06-01","RBG ENTERPRISES","27ABCFR2127A1ZR","Purchase","606/26-27",260.00,0.00,6.50,6.50,0.00,13.00,,,,,"3251","2026-06-01","3251","COST CENTRE NOT ALLOCATED"
"2026-06-01","RYSUN LABS PRIVATE LIMITED","24AADCK2319L1ZM","Purchase","426/26-27",25000.00,4500.00,0.00,0.00,0.00,4500.00,,,,,"RL-2627-051","2026-05-25","RL2627051","COST CENTRE NOT ALLOCATED"
"2026-06-01","RYSUN LABS PRIVATE LIMITED","24AADCK2319L1ZM","Purchase","308/26-27",150000.00,27000.00,0.00,0.00,0.00,27000.00,,,,,"RL-2627-057","2026-05-31","RL2627057","COST CENTRE NOT ALLOCATED"
"2026-06-01","SHREE MARUTI INTEGRATED LOGISTICS LIMITED","27AABCM9407D2ZL","Purchase","312/26-27",10667.40,0.00,960.07,960.07,0.00,1920.14,,,,,"2627/271892/0055","2026-04-30","26272718920055","COST CENTRE NOT ALLOCATED"
"2026-06-01","SHREE MARUTI INTEGRATED LOGISTICS LIMITED","27AABCM9407D2ZL","Purchase","382/26-27",7488.80,0.00,673.99,673.99,0.00,1347.98,,,,,"2627/271892/0103","2026-05-31","26272718920103","COST CENTRE NOT ALLOCATED"
"2026-06-01","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","311/26-27",132000.00,0.00,11880.00,11880.00,0.00,23760.00,"EX 0047/26",,,,"EPI000153/26-27S","2026-06-01","EPI0001532627S","SALES BILL PENDING"
"2026-06-01","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","309/26-27",52000.00,0.00,4680.00,4680.00,0.00,9360.00,"EX 0067/26",,,,"EPI000154/26-27S","2026-06-01","EPI0001542627S","SALES BILL PENDING"
"2026-06-01","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","310/26-27",26000.00,0.00,2340.00,2340.00,0.00,4680.00,"EX 0066/26","2026-06-18","1056/A/26-27","LINK LOGISTICS","EPI000155/26-27S","2026-06-01","EPI0001552627S","SALES BILL FOUND"
"2026-06-01","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","477/26-27",120000.00,0.00,10800.00,10800.00,0.00,21600.00,"EX 0052/26","2026-06-10","909/A/26-27","LINK LOGISTICS","EPI000157/26-27S","2026-06-01","EPI0001572627S","SALES BILL FOUND"
"2026-06-01","VEGITH HR SERVICES PRIVATE LIMITED","19AAICV8889P1ZU","Purchase","316/26-27",23340.00,4201.20,0.00,0.00,0.00,4201.20,,,,,"VHR/26-27/150","2026-05-31","VHR2627150","COST CENTRE NOT ALLOCATED"
"2026-06-02","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","591/26-27",91.00,0.00,8.19,8.19,0.00,16.38,,,,,"2627ACO000051358","2026-06-02","2627ACO000051358","COST CENTRE NOT ALLOCATED"
"2026-06-02","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","458/26-27",82055.90,0.00,7385.03,7385.03,0.00,14770.06,"IC 0441/26","2026-06-12","S/23/A/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","9010065900","2026-06-02","9010065900","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","383/26-27",17700.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","104/26-27","2026-06-02","1042627","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","384/26-27",43365.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","105/26-27","2026-06-02","1052627","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","385/26-27",25665.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","106/26-27","2026-06-02","1062627","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","386/26-27",43365.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","107/26-27","2026-06-02","1072627","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","387/26-27",25665.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","108/26-27","2026-06-02","1082627","SALES BILL FOUND"
"2026-06-02","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","388/26-27",25665.00,0.00,0.00,0.00,0.00,0.00,"IC 0233/26","2026-06-02","774/26-27","LARSEN & TOUBRO LTD - HED HAZIRA","109/26-27","2026-06-02","1092627","SALES BILL FOUND"
"2026-06-02","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","490/26-27",21000.00,0.00,1890.00,1890.00,0.00,3780.00,"EX 0070/26",,,,"EPI000167/26-27S","2026-06-02","EPI0001672627S","SALES BILL PENDING"
"2026-06-03","ABSOLUTE NETWORKS PVT LTD","27AACCA8088R1ZT","Debit Note","DN/3/26-27",-36000.00,0.00,-3240.00,-3240.00,0.00,-6480.00,,,,,"DN/3/26-27","2026-06-03","DN32627","COST CENTRE NOT ALLOCATED"
"2026-06-03","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","389/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0129/26","2026-06-03","787/26-27","PARAS CHEMCARE","110/26-27","2026-06-03","1102627","SALES BILL FOUND"
"2026-06-03","RELIANCE JIO INFOCOM LTD","27AABCI6363G1ZJ","Purchase","314/26-27",2248.00,0.00,202.32,202.32,0.00,404.64,,,,,"C27E262700077063","2026-06-03","C27E262700077063","COST CENTRE NOT ALLOCATED"
"2026-06-03","SSS ASSOCIATES","27CDKPS7924N1ZL","Purchase","313/26-27",12000.00,0.00,1080.00,1080.00,0.00,2160.00,"EX 0073/26",,,,"SSS/068/2026-27","2026-06-03","SSS068202627","SALES BILL PENDING"
"2026-06-04","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","440/26-27",1332.00,0.00,119.88,119.88,0.00,239.76,"AI 0158/26","2026-06-24","1118/26-27","MODI CHEMPLAST MATERIALS PVT LTD.","BOMIB2627026559","2026-06-04","BOMIB2627026559","SALES BILL FOUND"
"2026-06-04","JET SERVICES","27AFVPG8767N1Z9","Purchase","339/26-27",6000.00,0.00,540.00,540.00,0.00,1080.00,,,,,"45312","2026-06-04","45312","COST CENTRE NOT ALLOCATED"
"2026-06-04","OM SAI LOGISTICS","27DFIPA0319N1ZH","Purchase","425/26-27",4000.00,0.00,360.00,360.00,0.00,720.00,"EX 0065/26","2026-06-18","1055/A/26-27","LINK LOGISTICS","OSL-346","2026-06-04","OSL346","SALES BILL FOUND"
"2026-06-04","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","432/26-27",13100.00,2358.00,0.00,0.00,0.00,2358.00,"CH 0051/26","2026-06-18","1036/26-27","GPS RENEWABLES PRIVATE LIMITED","GST-04693-26-27","2026-06-04","GST046932627","SALES BILL FOUND"
"2026-06-04","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","433/26-27",18500.00,3330.00,0.00,0.00,0.00,3330.00,"CH 0021/26","2026-06-18","1037/A/26-27","LARSEN & TOUBRO LTD. (COIMBATORE)","GST-04694-26-27","2026-06-04","GST046942627","SALES BILL FOUND"
"2026-06-04","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","434/26-27",2200.00,396.00,0.00,0.00,0.00,396.00,"CH 0023/26","2026-06-18","1038/A/26-27","LARSEN & TOUBRO LTD. (COIMBATORE)","GST-04695-26-27","2026-06-04","GST046952627","SALES BILL FOUND"
"2026-06-04","PARAMOUNT SHIPPING SERVICES PVT LTD.","33AAECP5649R1ZQ","Purchase","435/26-27",27749.96,4994.99,0.00,0.00,0.00,4994.99,"CH 0048/26","2026-06-18","1041/26-27","LARSEN & TOUBRO LIMITED - LTSB","GST-04701-26-27","2026-06-04","GST047012627","SALES BILL FOUND"
"2026-06-05","DIVVYA CPP PRIVATE LIMITED","27AAICD1745L1ZE","Purchase","317/26-27",8050.00,0.00,724.50,724.50,0.00,1449.00,"EX 0076/26",,,,"CPP/26-27/12704","2026-06-05","CPP262712704","SALES BILL PENDING"
"2026-06-05","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","390/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0148/26","2026-06-05","841/26-27","ALLIED SAFETY EQUIPMENTS PVT LTD","111/26-27","2026-06-05","1112627","SALES BILL FOUND"
"2026-06-05","NEILSHIV LOGISTICS LLP","27AAXFN0010E1ZI","Purchase","391/26-27",2596.00,0.00,0.00,0.00,0.00,0.00,"AI 0121/26","2026-06-05","844/26-27","PARAS CHEMCARE","112/26-27","2026-06-05","1122627","SALES BILL FOUND"
"2026-06-05","SPEEDY MULTIMODES LTD.","27AABCS4966R1ZH","Purchase","315/26-27",10250.00,0.00,922.50,922.50,0.00,1845.00,"EX 0068/26",,,,"EBI001015/26-27S","2026-06-05","EBI0010152627S","SALES BILL PENDING"
"2026-06-06","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","441/26-27",1878.00,0.00,169.02,169.02,0.00,338.04,"AI 0163/26","2026-06-11","923/26-27","DMN INDIA PRIVATE LIMITED","BOMIB2627027238","2026-06-06","BOMIB2627027238","SALES BILL FOUND"
"2026-06-06","MUMBAI PORT TRUST - GATE PASS","27AAATM5001D1Z6","Purchase","592/26-27",13.00,0.00,1.17,1.17,0.00,2.34,,,,,"2627ACO000053788","2026-06-06","2627ACO000053788","COST CENTRE NOT ALLOCATED"
"2026-06-06","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","459/26-27",1774.40,0.00,159.70,159.70,0.00,319.40,"IC 0405/26","2026-06-24","1093/26-27","L&T MHI POWER BOILERS PVT LTD","9010066648","2026-06-06","9010066648","SALES BILL FOUND"
"2026-06-06","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","460/26-27",362906.60,0.00,32661.59,32661.59,0.00,65323.18,"IC 0474/26","2026-06-26","S/26/A/26-27","LARSEN AND TOUBRO LIMITED- HAZIRA (LT ENERGY HYDROCARBON)","9010066740","2026-06-06","9010066740","SALES BILL FOUND"
"2026-06-06","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","461/26-27",52215.70,0.00,4699.41,4699.41,0.00,9398.82,"IC 0406/26","2026-06-24","1094/26-27","L&T MHI POWER BOILERS PVT LTD","9010066741","2026-06-06","9010066741","SALES BILL FOUND"
"2026-06-06","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","462/26-27",13016.80,0.00,1171.51,1171.51,0.00,2343.02,"IC 0404/26","2026-06-24","1092/26-27","L&T MHI POWER BOILERS PVT LTD","9010066742","2026-06-06","9010066742","SALES BILL FOUND"
"2026-06-08","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","442/26-27",863.00,0.00,77.67,77.67,0.00,155.34,"AI 0169/26",,,,"BOMIB2627027642","2026-06-08","BOMIB2627027642","SALES BILL PENDING"
"2026-06-08","AIR INDIA AIR TRANSPORT SERVICES LIMITED","27AAECA6186G1ZJ","Purchase","443/26-27",2072.52,0.00,186.53,186.53,0.00,373.06,"AI 0165/26","2026-06-11","924/26-27","CELLO HOUSEWARE PVT LTD","BOMIB2627027688","2026-06-08","BOMIB2627027688","SALES BILL FOUND"
"2026-06-08","MARATHA CARGO MOVERS","","Purchase","424/26-27",48800.00,0.00,0.00,0.00,0.00,0.00,"IC 0342/26","2026-06-12","946/26-27","APEX INOX ENTERPRISES","11060","2026-06-08","11060","SALES BILL FOUND"
"2026-06-08","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","463/26-27",543.20,0.00,48.89,48.89,0.00,97.78,"IC 0405/26","2026-06-24","1093/26-27","L&T MHI POWER BOILERS PVT LTD","9010066957","2026-06-08","9010066957","SALES BILL FOUND"
"2026-06-08","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","464/26-27",4190.40,0.00,377.14,377.14,0.00,754.28,"IC 0404/26","2026-06-24","1092/26-27","L&T MHI POWER BOILERS PVT LTD","9010066958","2026-06-08","9010066958","SALES BILL FOUND"
"2026-06-08","MUMBAI PORT TRUST - PORTEBS","27AAATM5001D1Z6","Purchase","465/26-27",16907.10,0.00,1521.64,1521.64,0.00,3043.28,"IC 0406/26","2026-06-24","1094/26-27","L&T MHI POWER BOILERS PVT LTD","9010066959","2026-06-08","9010066959","SALES BILL FOUND"
